tipe,tanggal,hari,ruang,jam_mulai,jam_selesai,status,kode_mk,kelas,mata_kuliah,nama_dosen,keterangan,tipe_perubahan
template,,Sabtu,F6.102,12:10,13:10,Kosong,,,,,,normal
template,,Sabtu,F6.102,13:20,14:10,Kosong,,,,,,normal
template,,Sabtu,F6.102,14:10,15:00,Kosong,,,,,,normal
template,,Sabtu,F6.102,15:30,16:20,Kosong,,,,,,normal
template,,Sabtu,F6.102,16:20,17:10,Kosong,,,,,,normal
template,,Sabtu,F6.102,17:10,18:00,Kosong,,,,,,normal
template,,Sabtu,F6.102,18:30,19:20,Kosong,,,,,,normal
template,,Sabtu,F6.102,19:20,20:10,Kosong,,,,,,normal
template,,Sabtu,F6.102,20:10,21:00,Kosong,,,,,,normal
template,,Sabtu,F6.103,7:00,7:50,Kosong,,,,,,normal
template,,Sabtu,F6.103,7:50,8:40,Kosong,,,,,,normal
template,,Sabtu,F6.103,8:50,9:40,Kosong,,,,,,normal
template,,Sabtu,F6.103,9:40,10:30,Terpakai,TI605,E,Persiapan Toefl,TIM Teaching,"TI605 ( E )
Persiapan Toefl
Dosen: TIM",normal
template,,Sabtu,F6.103,10:40,11:30,Terpakai,TI605,E,Persiapan Toefl,TIM Teaching,"TI605 ( E )
Persiapan Toefl
Dosen: TIM",normal
template,,Sabtu,F6.103,12:10,13:10,Kosong,,,,,,normal
template,,Sabtu,F6.103,13:20,14:10,Kosong,,,,,,normal
template,,Sabtu,F6.103,14:10,15:00,Kosong,,,,,,normal
template,,Sabtu,F6.103,15:30,16:20,Kosong,,,,,,normal
template,,Sabtu,F6.103,16:20,17:10,Kosong,,,,,,normal
template,,Sabtu,F6.103,17:10,18:00,Kosong,,,,,,normal
template,,Sabtu,F6.103,18:30,19:20,Kosong,,,,,,normal
template,,Sabtu,F6.103,19:20,20:10,Kosong,,,,,,normal
template,,Sabtu,F6.103,20:10,21:00,Kosong,,,,,,normal
template,,Sabtu,F6.202,7:00,7:50,Kosong,,,,,,normal
template,,Sabtu,F6.202,7:50,8:40,Kosong,,,,,,normal
template,,Sabtu,F6.202,8:50,9:40,Terpakai,TI408,D,Bahasa Inggris untuk Profesional Bidang Teknologi Informasi,TIM Teaching,"TI408 ( D )
Bahasa Inggris untuk Profesional Bidang Teknologi Informasi
Dosen: TIM",normal
template,,Sabtu,F6.202,9:40,10:30,Terpakai,TI408,D,Bahasa Inggris untuk Profesional Bidang Teknologi Informasi,TIM Teaching,"TI408 ( D )
Bahasa Inggris untuk Profesional Bidang Teknologi Informasi
Dosen: TIM",normal
template,,Sabtu,F6.202,10:40,11:30,Terpakai,TI408,C,Bahasa Inggris untuk Profesional Bidang Teknologi Informasi,TIM Teaching,"TI408 ( C )
Bahasa Inggris untuk Profesional Bidang Teknologi Informasi
Dosen: TIM",normal
template,,Sabtu,F6.202,12:10,13:10,Terpakai,TI408,C,Bahasa Inggris untuk Profesional Bidang Teknologi Informasi,TIM Teaching,"TI408 ( C )
Bahasa Inggris untuk Profesional Bidang Teknologi Informasi
Dosen: TIM",normal
template,,Sabtu,F6.202,13:20,14:10,Kosong,,,,,,normal
template,,Sabtu,F6.202,14:10,15:00,Kosong,,,,,,normal
template,,Sabtu,F6.202,15:30,16:20,Kosong,,,,,,normal
template,,Sabtu,F6.202,16:20,17:10,Kosong,,,,,,normal
template,,Sabtu,F6.202,17:10,18:00,Kosong,,,,,,normal
template,,Sabtu,F6.202,18:30,19:20,Kosong,,,,,,normal
template,,Sabtu,F6.202,19:20,20:10,Kosong,,,,,,normal
template,,Sabtu,F6.202,20:10,21:00,Kosong,,,,,,normal
template,,Sabtu,F6.203,7:00,7:50,Kosong,,,,,,normal
template,,Sabtu,F6.203,7:50,8:40,Kosong,,,,,,normal
template,,Sabtu,F6.203,8:50,9:40,Kosong,,,,,,normal
template,,Sabtu,F6.203,9:40,10:30,Kosong,,,,,,normal
template,,Sabtu,F6.203,10:40,11:30,Kosong,,,,,,normal
template,,Sabtu,F6.203,12:10,13:10,Kosong,,,,,,normal
template,,Sabtu,F6.203,13:20,14:10,Kosong,,,,,,normal
template,,Sabtu,F6.203,14:10,15:00,Kosong,,,,,,normal
template,,Sabtu,F6.203,15:30,16:20,Kosong,,,,,,normal
template,,Sabtu,F6.203,16:20,17:10,Kosong,,,,,,normal
template,,Sabtu,F6.203,17:10,18:00,Kosong,,,,,,normal
template,,Sabtu,F6.203,18:30,19:20,Kosong,,,,,,normal
template,,Sabtu,F6.203,19:20,20:10,Kosong,,,,,,normal
template,,Sabtu,F6.203,20:10,21:00,Kosong,,,,,,normal
template,,Sabtu,RKBesar/F6.001,7:00,7:50,Kosong,,,,,,normal
template,,Sabtu,RKBesar/F6.001,7:50,8:40,Kosong,,,,,,normal
template,,Sabtu,RKBesar/F6.001,8:50,9:40,Kosong,,,,,,normal
template,,Sabtu,RKBesar/F6.001,9:40,10:30,Kosong,,,,,,normal
template,,Sabtu,RKBesar/F6.001,10:40,11:30,Kosong,,,,,,normal
template,,Sabtu,RKBesar/F6.001,12:10,13:10,Kosong,,,,,,normal
template,,Sabtu,RKBesar/F6.001,13:20,14:10,Kosong,,,,,,normal
template,,Sabtu,RKBesar/F6.001,14:10,15:00,Kosong,,,,,,normal
template,,Sabtu,RKBesar/F6.001,15:30,16:20,Kosong,,,,,,normal
template,,Sabtu,RKBesar/F6.001,16:20,17:10,Kosong,,,,,,normal
template,,Sabtu,RKBesar/F6.001,17:10,18:00,Kosong,,,,,,normal
template,,Sabtu,RKBesar/F6.001,18:30,19:20,Kosong,,,,,,normal
template,,Sabtu,RKBesar/F6.001,19:20,20:10,Kosong,,,,,,normal
template,,Sabtu,RKBesar/F6.001,20:10,21:00,Kosong,,,,,,normal
khusus,4/24/2026,Jumat,F6.003,15:30,16:20,Kosong,,,,,Kelas dibatalkan,override
khusus,4/25/2026,Sabtu,F4.002,9:40,10:30,Terpakai,,,,,Workshop Python,tambahan
